sha,date,kind,parents,prs,capabilities,inMain,inDev,title,attribution,url
d79ca6d592a52d1b15be4eb55897954ad0a7511b,2026-09-18T14:53:25+08:00,PR-child,08fedb8487ae0ba130c6cf26129318c6d59827d9,343,C24,True,False,docs: fix Chinese version-picker section links,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/d79ca6d592a52d1b15be4eb55897954ad0a7511b
9125d628d3d8b61a5fcf70f0e0958154161c1097,2026-09-18T12:39:17+08:00,PR-child,98f320b8031e1469b024d535868f6b79ad6a0f8d,347,"C09,C10,C11,C22,C24",False,True,test: keep T9a layout checks off the Windows WSL bash stub,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/9125d628d3d8b61a5fcf70f0e0958154161c1097
98f320b8031e1469b024d535868f6b79ad6a0f8d,2026-09-18T12:24:58+08:00,PR-child,8cb6a278b6afcf3dc0373e5c192675d5d31d1d60,347,"C09,C10,C11,C22,C24",False,True,test: read VERSION from lib/ or a flat tree in the fresh-user gate,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/98f320b8031e1469b024d535868f6b79ad6a0f8d
8cb6a278b6afcf3dc0373e5c192675d5d31d1d60,2026-09-18T12:24:09+08:00,PR-child,cff8749e308546f540938a299fac4060788ea42d,347,"C09,C10,C11,C22,C24",False,True,test: compile lib/ modules in the fresh-user gate,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/8cb6a278b6afcf3dc0373e5c192675d5d31d1d60
cff8749e308546f540938a299fac4060788ea42d,2026-09-18T12:23:33+08:00,PR-child,127dabe991ac2f2a022d5a085d18c4ac703f0e2d,347,"C09,C10,C11,C22,C24",False,True,test: fail if install.sh drops the exact-name flat-module cleanup,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/cff8749e308546f540938a299fac4060788ea42d
127dabe991ac2f2a022d5a085d18c4ac703f0e2d,2026-09-18T12:07:27+08:00,PR-child,05232f3133d0a896fdee5fd6542f6650cd658633,347,"C09,C10,C11,C22,C24",False,True,fix: resolve install root whether modules live in lib/ or at the root,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/127dabe991ac2f2a022d5a085d18c4ac703f0e2d
05232f3133d0a896fdee5fd6542f6650cd658633,2026-09-18T11:45:23+08:00,PR-child,83f75b66dd6c9bc198d5bc3ee681caa3d38f4b18,347,"C09,C10,C11,C22,C24",False,True,fix(web): load runtime modules from lib/ and refuse old layouts,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/05232f3133d0a896fdee5fd6542f6650cd658633
83f75b66dd6c9bc198d5bc3ee681caa3d38f4b18,2026-09-18T11:25:39+08:00,PR-child,9c2299a2b94da7ac9c903c340a7641e90345b92e,347,"C09,C10,C11,C22,C24",False,True,wip: start T9a by moving runtime modules into lib/,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/83f75b66dd6c9bc198d5bc3ee681caa3d38f4b18
e74b754741bbd22e8a0d23c53d31a0210001314c,2026-09-18T14:50:22+08:00,merge,2e0347cfc0f51f68e86fa7f0aa300e27ed8632d3 08fedb8487ae0ba130c6cf26129318c6d59827d9,337,"C10,C24",True,False,Merge final T9a update safety into onboarding closeout,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/e74b754741bbd22e8a0d23c53d31a0210001314c
08fedb8487ae0ba130c6cf26129318c6d59827d9,2026-09-18T14:50:22+08:00,merge,4e12a44319191320a675027c6ad2c8f0536a8a73 5994f4c42112cdfa91993670e5156724dea93581,343,C24,True,False,Merge cross-line update layout guard into README candidate,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/08fedb8487ae0ba130c6cf26129318c6d59827d9
5994f4c42112cdfa91993670e5156724dea93581,2026-09-18T14:49:16+08:00,PR-child,ff5a8ed3cf72e5b5a4ca0f5fac12018b19fcaca5,344,"C09,C10,C11,C22,C24",True,False,fix(updates): reject flat release candidates before migration,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/5994f4c42112cdfa91993670e5156724dea93581
2e0347cfc0f51f68e86fa7f0aa300e27ed8632d3,2026-09-18T14:49:16+08:00,merge,cddda11f854ec77a19deeccc011cfa701af22906 4e12a44319191320a675027c6ad2c8f0536a8a73,337,"C10,C24",True,False,Merge reviewed README corrections into onboarding closeout,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/2e0347cfc0f51f68e86fa7f0aa300e27ed8632d3
4e12a44319191320a675027c6ad2c8f0536a8a73,2026-09-18T14:48:38+08:00,PR-child,dcb4ab224b2dccb93b7e476065e5550250a80a6e,343,C24,True,False,docs: correct installer and configuration guidance against current source,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/4e12a44319191320a675027c6ad2c8f0536a8a73
cddda11f854ec77a19deeccc011cfa701af22906,2026-09-18T14:48:38+08:00,merge,88d1eaa8eb13477f9aadb3ca5e32e92e8c932490 dcb4ab224b2dccb93b7e476065e5550250a80a6e,337,"C10,C24",True,False,docs: retain onboarding links and archive cleanup after comprehensive README,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/cddda11f854ec77a19deeccc011cfa701af22906
dcb4ab224b2dccb93b7e476065e5550250a80a6e,2026-09-18T14:39:49+08:00,merge,663d456d150db26eb4f5f96919febaf0c38178ba ff5a8ed3cf72e5b5a4ca0f5fac12018b19fcaca5,343,C24,True,False,Merge final T9a installer verification into README candidate,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/dcb4ab224b2dccb93b7e476065e5550250a80a6e
663d456d150db26eb4f5f96919febaf0c38178ba,2026-09-18T14:39:14+08:00,merge,d7608e5fe50f2622898bc4688a19fc437801a778 7f34174b6ec9ca5b564334856ed13f5f6f8dff44,343,C24,True,False,docs: reconcile comprehensive README with the T9a main baseline,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/663d456d150db26eb4f5f96919febaf0c38178ba
ff5a8ed3cf72e5b5a4ca0f5fac12018b19fcaca5,2026-09-18T14:36:26+08:00,PR-child,7f34174b6ec9ca5b564334856ed13f5f6f8dff44,344,"C09,C10,C11,C22,C24",True,False,test(installer): verify lib migration through the real entry,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/ff5a8ed3cf72e5b5a4ca0f5fac12018b19fcaca5
7f34174b6ec9ca5b564334856ed13f5f6f8dff44,2026-09-18T14:16:43+08:00,merge,4c93836860e7c40cfdd05c328efaae92b4a66a16 02da9482c26420f9fdbb5074803efc44b0475965,344,"C09,C10,C11,C22,C24",True,False,Merge latest main and prepare T9a Stable 4.23.8,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/7f34174b6ec9ca5b564334856ed13f5f6f8dff44
02da9482c26420f9fdbb5074803efc44b0475965,2026-09-18T13:59:35+08:00,merge,976a796dd7808751c6a83c0f2e068de39b6117de 9d1bcc1d44af8f5610e85cb3a283f66baee9b6ae,345,"C01,C02,C12",True,False,Merge pull request #345 from CtriXin/codex/stride-7b37a8aff257410b-effort-refresh-main,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/02da9482c26420f9fdbb5074803efc44b0475965
9c2299a2b94da7ac9c903c340a7641e90345b92e,2026-09-18T13:56:49+08:00,merge,60e9f14b85f2c80ceddd866e66ffc4c8c05dd228 e994557393c4474d3f6ff908d97631a74bf32b52,346,"C01,C02,C12",False,True,Merge pull request #346 from CtriXin/codex/stride-7b37a8aff257410b-effort-refresh-dev,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/9c2299a2b94da7ac9c903c340a7641e90345b92e
9d1bcc1d44af8f5610e85cb3a283f66baee9b6ae,2026-09-18T13:43:24+08:00,PR-child,f3ecac1743da42bba21574753429af9c6cba14d5,345,"C01,C02,C12",True,False,docs(release): include Pilot restart notice for 4.23.7,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/9d1bcc1d44af8f5610e85cb3a283f66baee9b6ae
e994557393c4474d3f6ff908d97631a74bf32b52,2026-09-18T13:41:14+08:00,PR-child,411305fbb514d3e32144dd5a1a2798a95cd876d1,346,"C01,C02,C12",False,True,docs(release): include Pilot restart notice for 5.1.10,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/e994557393c4474d3f6ff908d97631a74bf32b52
411305fbb514d3e32144dd5a1a2798a95cd876d1,2026-09-18T13:37:46+08:00,PR-child,60e9f14b85f2c80ceddd866e66ffc4c8c05dd228,346,"C01,C02,C12",False,True,fix(pilot): refresh launch defaults after configuration save (5.1.10),新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/411305fbb514d3e32144dd5a1a2798a95cd876d1
f3ecac1743da42bba21574753429af9c6cba14d5,2026-09-18T13:26:12+08:00,PR-child,976a796dd7808751c6a83c0f2e068de39b6117de,345,"C01,C02,C12",True,False,fix(web): refresh launch defaults after saving model settings,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/f3ecac1743da42bba21574753429af9c6cba14d5
4c93836860e7c40cfdd05c328efaae92b4a66a16,2026-09-18T12:39:17+08:00,PR-child,0399e5f39c2595903bfbf11cc3ffcc3a0380ef02,344,"C09,C10,C11,C22,C24",True,False,test: keep T9a layout checks off the Windows WSL bash stub,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/4c93836860e7c40cfdd05c328efaae92b4a66a16
0399e5f39c2595903bfbf11cc3ffcc3a0380ef02,2026-09-18T12:24:58+08:00,PR-child,9b773eb21a75a295bcc5191d169be141cacd3005,344,"C09,C10,C11,C22,C24",True,False,test: read VERSION from lib/ or a flat tree in the fresh-user gate,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/0399e5f39c2595903bfbf11cc3ffcc3a0380ef02
9b773eb21a75a295bcc5191d169be141cacd3005,2026-09-18T12:24:09+08:00,PR-child,cc6955c301e1819e77d709e5c4f7100597b3901d,344,"C09,C10,C11,C22,C24",True,False,test: compile lib/ modules in the fresh-user gate,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/9b773eb21a75a295bcc5191d169be141cacd3005
cc6955c301e1819e77d709e5c4f7100597b3901d,2026-09-18T12:23:33+08:00,PR-child,026c9f81947678d58983a22b6e9cc65a9c8679c4,344,"C09,C10,C11,C22,C24",True,False,test: fail if install.sh drops the exact-name flat-module cleanup,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/cc6955c301e1819e77d709e5c4f7100597b3901d
026c9f81947678d58983a22b6e9cc65a9c8679c4,2026-09-18T12:07:27+08:00,PR-child,56990399e1ef740b6d19d9f164b7e965712e1a01,344,"C09,C10,C11,C22,C24",True,False,fix: resolve install root whether modules live in lib/ or at the root,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/026c9f81947678d58983a22b6e9cc65a9c8679c4
56990399e1ef740b6d19d9f164b7e965712e1a01,2026-09-18T11:45:23+08:00,PR-child,1efac147b32dfef14c526a4030bfc9b81799af06,344,"C09,C10,C11,C22,C24",True,False,fix(web): load runtime modules from lib/ and refuse old layouts,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/56990399e1ef740b6d19d9f164b7e965712e1a01
1efac147b32dfef14c526a4030bfc9b81799af06,2026-09-18T11:25:39+08:00,PR-child,976a796dd7808751c6a83c0f2e068de39b6117de,344,"C09,C10,C11,C22,C24",True,False,wip: start T9a by moving runtime modules into lib/,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/1efac147b32dfef14c526a4030bfc9b81799af06
60e9f14b85f2c80ceddd866e66ffc4c8c05dd228,2026-09-18T11:54:25+08:00,merge,afd5575e3971c782d3d4f1f6dbce547cc4778ae8 f6bfac3f8a9658611c69799242820c03d14b24f0,341,C08,False,True,Merge pull request #341 from CtriXin/codex/stride-06c34adbc68845ca,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/60e9f14b85f2c80ceddd866e66ffc4c8c05dd228
976a796dd7808751c6a83c0f2e068de39b6117de,2026-09-18T11:54:06+08:00,merge,54d3ff991a2e332563c643cdfc7300c5bb4c52d5 2887b7dcff287a634e0cea6a4bd0da6a5b492a3c,342,C08,True,False,Merge pull request #342 from CtriXin/codex/stride-06c34adbc68845ca-main-recovery,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/976a796dd7808751c6a83c0f2e068de39b6117de
d7608e5fe50f2622898bc4688a19fc437801a778,2026-09-18T11:49:42+08:00,PR-child,1a47c53479682bbd1c792c46156d5e775617e35e,343,C24,True,False,"docs: comprehensive README with TL;DR + collapsed details, bring in supporting docs",新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/d7608e5fe50f2622898bc4688a19fc437801a778
2887b7dcff287a634e0cea6a4bd0da6a5b492a3c,2026-09-18T11:39:07+08:00,PR-child,6de90243be3cf0a55c93753c19c0eaf433e32ee2,342,C08,True,False,release: prepare v4.23.6 with Pilot session recovery,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/2887b7dcff287a634e0cea6a4bd0da6a5b492a3c
f6bfac3f8a9658611c69799242820c03d14b24f0,2026-09-18T11:39:05+08:00,PR-child,3f448c06fa2201ff487d1a44cd119bc703ab7cb3,341,C08,False,True,release: prepare v5.1.9 with Pilot session recovery,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/f6bfac3f8a9658611c69799242820c03d14b24f0
6de90243be3cf0a55c93753c19c0eaf433e32ee2,2026-09-18T11:34:44+08:00,PR-child,e0ce9328333ea22ba65e44a6d5929e5667e9da5b,342,C08,True,False,fix(pilot): keep recovery preview readable inside the composer,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/6de90243be3cf0a55c93753c19c0eaf433e32ee2
3f448c06fa2201ff487d1a44cd119bc703ab7cb3,2026-09-18T11:34:44+08:00,PR-child,7191126564bd46513f6a1558000c117b378ace9e,341,C08,False,True,fix(pilot): keep recovery preview readable inside the composer,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/3f448c06fa2201ff487d1a44cd119bc703ab7cb3
7191126564bd46513f6a1558000c117b378ace9e,2026-09-18T11:31:06+08:00,merge,16eea2653d07193e50815b3c4bed567772a0cf52 afd5575e3971c782d3d4f1f6dbce547cc4778ae8,341,C08,False,True,Merge current dev release baseline before Pilot recovery release,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/7191126564bd46513f6a1558000c117b378ace9e
e0ce9328333ea22ba65e44a6d5929e5667e9da5b,2026-09-18T11:28:54+08:00,PR-child,5605a7ad66205bc8703d2f6a7b498ae8b7d23e33,342,C08,True,False,fix(pilot): retain recovery drafts and redact before truncation,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/e0ce9328333ea22ba65e44a6d5929e5667e9da5b
5605a7ad66205bc8703d2f6a7b498ae8b7d23e33,2026-09-18T11:23:33+08:00,PR-child,54d3ff991a2e332563c643cdfc7300c5bb4c52d5,342,C08,True,False,feat(pilot): recover failed sessions into reviewed continuation drafts,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/5605a7ad66205bc8703d2f6a7b498ae8b7d23e33
16eea2653d07193e50815b3c4bed567772a0cf52,2026-09-18T11:28:54+08:00,PR-child,681444ef0ff5ce9f2df90ec2537e9f30c8cfd82c,341,C08,False,True,fix(pilot): retain recovery drafts and redact before truncation,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/16eea2653d07193e50815b3c4bed567772a0cf52
afd5575e3971c782d3d4f1f6dbce547cc4778ae8,2026-09-18T11:24:33+08:00,merge,e8061a76381658a29bcc3f16624befb47258a5ac 3e852559b031d0cc0ba458bdca6e392a1ac5eaa2,339,"C07,C11",False,True,Merge pull request #339 from CtriXin/codex/stride-7b37a8aff257410b-update-auth-dev,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/afd5575e3971c782d3d4f1f6dbce547cc4778ae8
54d3ff991a2e332563c643cdfc7300c5bb4c52d5,2026-09-18T11:24:29+08:00,merge,56ef0350a16f9ab1ff71265fdd6200da81449207 752240f45dee18ac941fbc02a9c8571765826cb2,338,"C07,C11",True,False,Merge pull request #338 from CtriXin/codex/stride-7b37a8aff257410b-update-auth-main,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/54d3ff991a2e332563c643cdfc7300c5bb4c52d5
681444ef0ff5ce9f2df90ec2537e9f30c8cfd82c,2026-09-18T11:23:33+08:00,PR-child,c7ee9d57dd96fdb5a62747799ab5b3dc351e450a,341,C08,False,True,feat(pilot): recover failed sessions into reviewed continuation drafts,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/681444ef0ff5ce9f2df90ec2537e9f30c8cfd82c
3e852559b031d0cc0ba458bdca6e392a1ac5eaa2,2026-09-18T11:11:33+08:00,PR-child,a415bcfad44f7ce880e84ae7c73e34bff38a8898,339,"C07,C11",False,True,release: prepare v5.1.8 with verified local update authentication,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/3e852559b031d0cc0ba458bdca6e392a1ac5eaa2
752240f45dee18ac941fbc02a9c8571765826cb2,2026-09-18T11:11:31+08:00,PR-child,5fb5d811ef0ffec46e88c385b54da6dadeb62a50,338,"C07,C11",True,False,release: prepare v4.23.5 with verified local update authentication,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/752240f45dee18ac941fbc02a9c8571765826cb2
c7ee9d57dd96fdb5a62747799ab5b3dc351e450a,2026-09-18T11:07:05+08:00,PR-child,e8061a76381658a29bcc3f16624befb47258a5ac,341,C08,False,True,chore: start scoped Pilot session rescue work,新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/c7ee9d57dd96fdb5a62747799ab5b3dc351e450a
a415bcfad44f7ce880e84ae7c73e34bff38a8898,2026-09-18T11:05:10+08:00,PR-child,e8061a76381658a29bcc3f16624befb47258a5ac,339,"C07,C11",False,True,fix(web): authenticate update guardian against its own remote-access state,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/a415bcfad44f7ce880e84ae7c73e34bff38a8898
88d1eaa8eb13477f9aadb3ca5e32e92e8c932490,2026-09-18T11:06:19+08:00,PR-child,ebdd267df733b752a367a66dc47d3c203d97d6d0,337,"C10,C24",True,False,"docs: 交接文档接进每个 AI 入口,T9a 改成破坏性做法",新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/88d1eaa8eb13477f9aadb3ca5e32e92e8c932490
5fb5d811ef0ffec46e88c385b54da6dadeb62a50,2026-09-18T11:05:10+08:00,PR-child,56ef0350a16f9ab1ff71265fdd6200da81449207,338,"C07,C11",True,False,fix(web): authenticate update guardian against its own remote-access state,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/5fb5d811ef0ffec46e88c385b54da6dadeb62a50
e8061a76381658a29bcc3f16624befb47258a5ac,2026-09-18T10:53:16+08:00,merge,ea6934eef310cf31cd704cf40f10b8ccb490b093 17ca882e7f0a31977d9a86fd4bda03a1e08486a4,336,"C12,C14,C16,C23",False,True,Merge pull request #336 from CtriXin/codex/stride-7b37a8aff257410b-claude-tail-dev,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/e8061a76381658a29bcc3f16624befb47258a5ac
ebdd267df733b752a367a66dc47d3c203d97d6d0,2026-09-18T10:50:57+08:00,PR-child,c71bcc5048593292d8b676688e4913156c505783,337,"C10,C24",True,False,"docs: 给 AI 的项目交接,以及 README 说人话",新增 merge 引入范围；具体行为证据见 E11/E12/E22,https://github.com/CtriXin/multi-model-switch/commit/ebdd267df733b752a367a66dc47d3c203d97d6d0
56ef0350a16f9ab1ff71265fdd6200da81449207,2026-09-18T10:38:37+08:00,merge,c71bcc5048593292d8b676688e4913156c505783 1f6ab1d778c9f175866f4864894c23ffcd171fd9,335,"C09,C14,C23",True,False,Merge pull request #335 from CtriXin/codex/stride-7b37a8aff257410b-claude-tail-main,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/56ef0350a16f9ab1ff71265fdd6200da81449207
17ca882e7f0a31977d9a86fd4bda03a1e08486a4,2026-09-18T10:23:08+08:00,PR-child,3cebc580345ded1f28dfe10cf82dfedae0a5ec5d,336,"C12,C14,C16,C23",False,True,fix(web): verify rendered event paths and sync folder fixes to preview,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/17ca882e7f0a31977d9a86fd4bda03a1e08486a4
1f6ab1d778c9f175866f4864894c23ffcd171fd9,2026-09-18T10:23:07+08:00,PR-child,1fcae03e39a23b1870fd4fff39860a4340ec19b5,335,"C09,C14,C23",True,False,fix(web): preserve folder truncation levels and exercise actual keyboard wiring,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/1f6ab1d778c9f175866f4864894c23ffcd171fd9
3cebc580345ded1f28dfe10cf82dfedae0a5ec5d,2026-09-18T10:18:56+08:00,PR-child,fe7978f908784f2442e4d063969383977652adc8,336,"C12,C14,C16,C23",False,True,fix(ci): preserve honest pass and caller checks on preview,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/3cebc580345ded1f28dfe10cf82dfedae0a5ec5d
1fcae03e39a23b1870fd4fff39860a4340ec19b5,2026-09-18T10:18:41+08:00,PR-child,926cec4099b0b4b8fae8a9f1c46c82dadb49dc70,335,"C09,C14,C23",True,False,fix(ci): require executed passes and cover the real setup server entry,旧审计的 merge 引入范围/路径归属，非逐提交行为验收,https://github.com/CtriXin/multi-model-switch/commit/1fcae03e39a23b1870fd4fff39860a4340ec19b5
